name,site,category,phone,city,location_link
Sponsoring Facebook et instagrame,,Agence de marketing,+213 675 04 05 62,Birkhadem,"https://www.google.com/maps/place/Sponsoring+Facebook+et+instagrame/@36.7133112,3.0415270999999997,14z/data=!4m8!1m2!2m1!1sSponsoring+Facebook+et+instagrame!3m4!1s0x128fad5eed679f97:0xf9c769d30a97581c!8m2!3d36.7133112!4d3.0415270999999997"
MMC DIGITAL,,Concepteur de sites Web,+213 21 79 00 25,El Biar,"https://www.google.com/maps/place/MMC+DIGITAL/@36.7616492,3.0355822999999997,14z/data=!4m8!1m2!2m1!1sMMC+DIGITAL!3m4!1s0x128fb214fb665c19:0xb78aa066f1e7bf11!8m2!3d36.7616492!4d3.0355822999999997"
Brain Up Consulting,http://www.brainupconsulting.com/,Centre d'information,+213 773 48 36 63,El Biar,"https://www.google.com/maps/place/Brain+Up+Consulting/@36.7585221,3.0255365,14z/data=!4m8!1m2!2m1!1sBrain+Up+Consulting!3m4!1s0x128fb3f7c8431399:0xec924c0f9b9a9636!8m2!3d36.7585221!4d3.0255365"
Pi Relations,https://www.pi-relations.com/,شركة علاقات عامة,+213 21 61 01 44,Alger Centre,"https://www.google.com/maps/place/Pi+Relations/@36.7624316,3.0468629,14z/data=!4m8!1m2!2m1!1sPi+Relations!3m4!1s0x128fb2686f185901:0x1e52130fa6e5f425!8m2!3d36.7624316!4d3.0468629"
PaonProd,https://paonprod.com/,Marketing agency,+213 560 33 30 04,Bir Mourad Raïs,"https://www.google.com/maps/place/PaonProd/@36.733128799999996,3.0581015,14z/data=!4m8!1m2!2m1!1sPaonProd!3m4!1s0x6f64780721ebf38b:0xbfdbdb21ddeedb4e!8m2!3d36.733128799999996!4d3.0581015"
SitesBase,https://sitesbase.com/,Service d'hébergement de site Web,+213 557 79 36 59,El Biar,"https://www.google.com/maps/place/SitesBase/@36.7723121,3.04159,14z/data=!4m8!1m2!2m1!1sSitesBase!3m4!1s0x128fb3797a0e4c71:0xc5f2133fed649a62!8m2!3d36.7723121!4d3.04159"
Pure Player,,Agence de publicité,+213 674 55 63 46,El Mouradia,"https://www.google.com/maps/place/Pure+Player/@36.7407612,3.0528505999999997,14z/data=!4m8!1m2!2m1!1sPure+Player!3m4!1s0x128fad012b3cd32f:0xc772ac90c36a6a23!8m2!3d36.7407612!4d3.0528505999999997"
SARL I.AM BUSINESS,http://iambusiness-dz.com/,وكالة تأجير السيارات,+213 560 29 57 79,El Biar,"https://www.google.com/maps/place/SARL+I.AM+BUSINESS/@36.7617013,3.0373802999999997,14z/data=!4m8!1m2!2m1!1sSARL+I.AM+BUSINESS!3m4!1s0x128fb214d3b0dced:0x8b6223b433800f9d!8m2!3d36.7617013!4d3.0373802999999997"
Mode Digital Agency (Company of Digital Event),http://www.modedigital.net/,Web hosting company,+213 698 98 33 60,Birkhadem,"https://www.google.com/maps/place/Mode+Digital+Agency+%28Company+of+Digital+Event%29/@36.6941734,3.0559775,14z/data=!4m8!1m2!2m1!1sMode+Digital+Agency+%28Company+of+Digital+Event%29!3m4!1s0x128fad0a16d873f7:0x72a7ccc226375fd8!8m2!3d36.6941734!4d3.0559775"
Pcm Consulting,,Siège social,+213 557 72 95 54,Aïn Bénian,"https://www.google.com/maps/place/Pcm+Consulting/@36.80019,2.9189897,14z/data=!4m8!1m2!2m1!1sPcm+Consulting!3m4!1s0x128fbb943396d495:0xe1d749a822a09768!8m2!3d36.80019!4d2.9189897"
EURL POINT & PLUS Advertising,,Agence de publicité,+213 561 67 51 94,Draria,"https://www.google.com/maps/place/EURL+POINT+%26+PLUS+Advertising/@36.7145691,2.9952541,14z/data=!4m8!1m2!2m1!1sEURL+POINT+%26+PLUS+Advertising!3m4!1s0x128fae4271d9fedf:0xbc81e2557b2c27df!8m2!3d36.7145691!4d2.9952541"
ABS Algerian immobilier,http://www.algeria.com/,Agence immobilière,+213 770 21 66 21,Draria,"https://www.google.com/maps/place/ABS+Algerian+immobilier/@36.711227099999995,2.9974695,14z/data=!4m8!1m2!2m1!1sABS+Algerian+immobilier!3m4!1s0x128fb144af175eb3:0x333fdb00a6275598!8m2!3d36.711227099999995!4d2.9974695"
STRATEGY,http://aspub.com/,وكالة إعلانية,+213 556 78 32 11,Bir Mourad Raïs,"https://www.google.com/maps/place/STRATEGY/@36.7355845,3.0619106,14z/data=!4m8!1m2!2m1!1sSTRATEGY!3m4!1s0x128fad796f3d1b9f:0x1ecf2c3075fae44f!8m2!3d36.7355845!4d3.0619106"
INFaiL/INFeL,http://www.infail.dz/,Services aux entreprises,+213 555 01 56 55,Alger,"https://www.google.com/maps/place/INFaiL%2FINFeL/@36.7136126,2.995144,14z/data=!4m8!1m2!2m1!1sINFaiL%2FINFeL!3m4!1s0x128fae42e1b672f3:0xa8e8bd7289ae1d09!8m2!3d36.7136126!4d2.995144"
Digitalizi,http://www.digitalizi.pro/,Marketing agency,+213 542 77 39 66,Sidi M'Hamed,"https://www.google.com/maps/place/Digitalizi/@36.7665376,3.0554994,14z/data=!4m8!1m2!2m1!1sDigitalizi!3m4!1s0x128fb3002d8bb25b:0x858f5f618878338!8m2!3d36.7665376!4d3.0554994"
Osf consulting dz,,Consultant en marketing,+213 553 16 97 65,Alger Centre,"https://www.google.com/maps/place/Osf+consulting+dz/@36.77082,3.0567656999999997,14z/data=!4m8!1m2!2m1!1sOsf+consulting+dz!3m4!1s0x128fb3cddcdfb1bd:0xe63764431332b2d2!8m2!3d36.77082!4d3.0567656999999997"
Inter Dev Consulting IDC,,Concepteur de sites Web,+213 23 16 30 54,Bouzareah,"https://www.google.com/maps/place/Inter+Dev+Consulting+IDC/@36.770226199999996,3.0070788999999998,14z/data=!4m8!1m2!2m1!1sInter+Dev+Consulting+IDC!3m4!1s0x128fb18d8b2964dd:0xae0a1f6eac537647!8m2!3d36.770226199999996!4d3.0070788999999998"
Bloom Communication,http://www.bloom-communication.dz/,Agence de marketing,+213 798 25 50 17,Douéra,"https://www.google.com/maps/place/Bloom+Communication/@36.6773344,2.9440602,14z/data=!4m8!1m2!2m1!1sBloom+Communication!3m4!1s0x128fafb183be9247:0x921af7c19da0c3ee!8m2!3d36.6773344!4d2.9440602"
NGAdvice,https://www.ngadvice.com/,Consultant en marketing,+213 799 97 57 68,Birkhadem,"https://www.google.com/maps/place/NGAdvice/@36.7240971,3.0402877999999998,14z/data=!4m8!1m2!2m1!1sNGAdvice!3m4!1s0x128fade34d3a2201:0x10f4cf84214fa9e4!8m2!3d36.7240971!4d3.0402877999999998"
Bstc Consulting,,Consultant en marketing,+213 560 95 27 10,Draria,"https://www.google.com/maps/place/Bstc+Consulting/@36.720057,2.9951111999999998,14z/data=!4m8!1m2!2m1!1sBstc+Consulting!3m4!1s0x128faf1474692a25:0x8a7a0ba11a405b11!8m2!3d36.720057!4d2.9951111999999998"
UBU,http://www.ubuagency.com/,Agence de publicité,+213 770 88 77 69,,"https://www.google.com/maps/place/UBU/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sUBU!3m4!1s0x128fb3cf5b51c11f:0x5aefdc841b379482!8m2!3d28.094873399999997!4d1.6656943"
youngmilliagency,,Marketing agency,+213 655 43 24 19,,"https://www.google.com/maps/place/youngmilliagency/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1syoungmilliagency!3m4!1s0x229b38cb2f888fbb:0xce63d324d26b9f9c!8m2!3d28.094873399999997!4d1.6656943"
wide.business.office.algeria,,Conseiller en gestion des affaires,+213 659 15 20 09,,"https://www.google.com/maps/place/wide.business.office.algeria/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1swide.business.office.algeria!3m4!1s0x88fcc6295040ef5d:0x97612b13df7027a1!8m2!3d28.094873399999997!4d1.6656943"
EURL OFFICE CONSULTING LEADER MED,,Conseiller,+213 770 58 50 50,Hydra,"https://www.google.com/maps/place/EURL+OFFICE+CONSULTING+LEADER+MED/@36.7373732,3.0305443999999997,14z/data=!4m8!1m2!2m1!1sEURL+OFFICE+CONSULTING+LEADER+MED!3m4!1s0x128fad89db13f77f:0xb2265242667c85a0!8m2!3d36.7373732!4d3.0305443999999997"
Bureau d'affaires R&S129,,Conseiller en gestion des affaires,+213 795 75 67 20,Bir Mourad Raïs,"https://www.google.com/maps/place/Bureau+d%27affaires+R%26S129/@36.7359388,3.0307608,14z/data=!4m8!1m2!2m1!1sBureau+d%27affaires+R%26S129!3m4!1s0x128fad80df770545:0xaaac1993da0d83b8!8m2!3d36.7359388!4d3.0307608"
Marketing,,استشارات اقتصادية,+213 656 61 19 21,,"https://www.google.com/maps/place/Marketing/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sMarketing!3m4!1s0x8706c169c08c2257:0x5004c90a3c66ee3b!8m2!3d28.094873399999997!4d1.6656943"
Bureau de business MLM et bien-être,,Business development service,+213 23 36 39 38,Chéraga,"https://www.google.com/maps/place/Bureau+de+business+MLM+et+bien-%C3%AAtre/@36.7582458,2.9619095,14z/data=!4m8!1m2!2m1!1sBureau+de+business+MLM+et+bien-%C3%AAtre!3m4!1s0x128fb1d769d4f6c1:0xc2ba9a7f25f4f03a!8m2!3d36.7582458!4d2.9619095"
ALGERIA EXPAT SERVICES,http://algerie-expatservices.com/,مستشار إدارة أعمال,+213 665 88 57 73,Sidi M'Hamed,"https://www.google.com/maps/place/ALGERIA+EXPAT+SERVICES/@36.762837399999995,3.0559238,14z/data=!4m8!1m2!2m1!1sALGERIA+EXPAT+SERVICES!3m4!1s0x128fb26043838225:0x8cc1667f6a60a124!8m2!3d36.762837399999995!4d3.0559238"
Integrity Market Research,,Prestataire spécialisé en études de marché,+213 551 13 21 47,Sidi M'Hamed,"https://www.google.com/maps/place/Integrity+Market+Research/@36.7653256,3.0535848,14z/data=!4m8!1m2!2m1!1sIntegrity+Market+Research!3m4!1s0x128fb321c5eb03d3:0x5a5c3723601f4480!8m2!3d36.7653256!4d3.0535848"
Booster Consulting,http://www.boosterconseil.com/,مركز تدريب,+213 556 97 56 67,El Mouradia,"https://www.google.com/maps/place/Booster+Consulting/@36.745723,3.0482586,14z/data=!4m8!1m2!2m1!1sBooster+Consulting!3m4!1s0x128fb3dae7e0357b:0x4fabee42442e52d5!8m2!3d36.745723!4d3.0482586"
Walidev and marketing,http://walidev.com/,Agence de marketing,+213 799 49 24 61,Birtouta,"https://www.google.com/maps/place/Walidev+and+marketing/@36.640809499999996,2.9969604999999997,14z/data=!4m8!1m2!2m1!1sWalidev+and+marketing!3m4!1s0x128fa90063b765b3:0x2c1f31d2877a8423!8m2!3d36.640809499999996!4d2.9969604999999997"
Sense Conseil,http://www.senseconseil.com/,وكالة تسويق,+213 21 48 03 21,Hydra,"https://www.google.com/maps/place/Sense+Conseil/@36.7650989,3.0273415999999997,14z/data=!4m8!1m2!2m1!1sSense+Conseil!3m4!1s0x128fb217ff0c42b1:0xe8927b9344b5c7d5!8m2!3d36.7650989!4d3.0273415999999997"
MediAlgeriA,http://www.medialgeria.com/,وكالة تسويق,+213 20 06 88 75,El Mouradia,"https://www.google.com/maps/place/MediAlgeriA/@36.7542658,3.0432579,14z/data=!4m8!1m2!2m1!1sMediAlgeriA!3m4!1s0x128fb26e1cdb2d3f:0xd28afcd9e9edd9eb!8m2!3d36.7542658!4d3.0432579"
Li marketing,https://limarketingservices.com/,Marketing agency,+213 542 96 79 04,Kouba,"https://www.google.com/maps/place/Li+marketing/@36.729395499999995,3.0839821,14z/data=!4m8!1m2!2m1!1sLi+marketing!3m4!1s0x128fad0e423f31b3:0xd278a5ba3a0618c9!8m2!3d36.729395499999995!4d3.0839821"
Geometric Algeria,,Agence de marketing,+213 554 52 98 20,El Mouradia,"https://www.google.com/maps/place/Geometric+Algeria/@36.7534938,3.0384324,14z/data=!4m8!1m2!2m1!1sGeometric+Algeria!3m4!1s0x128fb38e910c150f:0xea02059c93c94c86!8m2!3d36.7534938!4d3.0384324"
marketing strategic and brending,,Economic development agency,+213 555 05 36 01,Dar El Beïda,"https://www.google.com/maps/place/marketing+strategic+and+brending/@36.734021399999996,3.2330918,14z/data=!4m8!1m2!2m1!1smarketing+strategic+and+brending!3m4!1s0x128e51f0f9beb51f:0xd93003c29251009e!8m2!3d36.734021399999996!4d3.2330918"
AOUIR DESIGNE,,وكالة إعلانية,+213 552 20 63 28,Bab Ezzouar,"https://www.google.com/maps/place/AOUIR+DESIGNE/@36.734154499999995,3.1790456999999996,14z/data=!4m8!1m2!2m1!1sAOUIR+DESIGNE!3m4!1s0x128e51ff4950a147:0x74e23d171af30954!8m2!3d36.734154499999995!4d3.1790456999999996"
markinsy,,Consultant en marketing,+213 551 66 26 35,Chéraga,"https://www.google.com/maps/place/markinsy/@36.764383599999995,2.9822482,14z/data=!4m8!1m2!2m1!1smarkinsy!3m4!1s0x128fb15aac7065c7:0x7dd676c450760363!8m2!3d36.764383599999995!4d2.9822482"
Bureau affaires,,Service de comptabilité,+213 771 32 26 41,,"https://www.google.com/maps/place/Bureau+affaires/@36.7120124,3.1373219,14z/data=!4m8!1m2!2m1!1sBureau+affaires!3m4!1s0x4b3d8c1b75517ec7:0x2dc129c2f2bce46a!8m2!3d36.7120124!4d3.1373219"
bureau informatique et consulting,,Consultant informatique,+213 772 66 72 72,Bouzareah,"https://www.google.com/maps/place/bureau+informatique+et+consulting/@36.7711411,3.0092472,14z/data=!4m8!1m2!2m1!1sbureau+informatique+et+consulting!3m4!1s0x128fb156377fe0b1:0xb8b827c432c38442!8m2!3d36.7711411!4d3.0092472"
marketing digital,,Agence d'assurance,+213 673 86 06 32,Ouled Yaïch,"https://www.google.com/maps/place/marketing+digital/@36.4922609,2.8643902999999997,14z/data=!4m8!1m2!2m1!1smarketing+digital!3m4!1s0x128f09e684718dd9:0xbc1c3ebc3322dc5a!8m2!3d36.4922609!4d2.8643902999999997"
glowin agency,,Agence de marketing,+213 553 29 66 70,,"https://www.google.com/maps/place/glowin+agency/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sglowin+agency!3m4!1s0x46091ebed8e39385:0xfb2a848d0795b90d!8m2!3d28.094873399999997!4d1.6656943"
Global Management Services,http://www.gms-dz.com/,مكتب الشركات,+213 661 50 55 91,Hydra,"https://www.google.com/maps/place/Global+Management+Services/@36.741956699999996,3.0448093,14z/data=!4m8!1m2!2m1!1sGlobal+Management+Services!3m4!1s0x128e52b9687b7f69:0x31404bea59d9c260!8m2!3d36.741956699999996!4d3.0448093"
Oil and Gas Algeria Consulting,http://oga-consulting.com/,مستشار إدارة أعمال,+213 21 29 39 57,Kouba,"https://www.google.com/maps/place/Oil+and+Gas+Algeria+Consulting/@36.7349398,3.0733607999999997,14z/data=!4m8!1m2!2m1!1sOil+and+Gas+Algeria+Consulting!3m4!1s0x128fad668ffe1677:0xebc85ff72f9f505e!8m2!3d36.7349398!4d3.0733607999999997"
Cabinet d'expertise comptable et d'audit T3A-Consulting guessoum nabil,,Cabinet d'expertise comptable,+213 542 13 07 64,Mohammadia,"https://www.google.com/maps/place/Cabinet+d%27expertise+comptable+et+d%27audit+T3A-Consulting+guessoum+nabil/@36.7365144,3.1784822,14z/data=!4m8!1m2!2m1!1sCabinet+d%27expertise+comptable+et+d%27audit+T3A-Consulting+guessoum+nabil!3m4!1s0x128e51f0a9b257e3:0x10bc7f820c008ebf!8m2!3d36.7365144!4d3.1784822"
Yes'Sir consulting,http://www.yessir15.com/,مجلس,+213 23 27 45 45,Dély Ibrahim,"https://www.google.com/maps/place/Yes%27Sir+consulting/@36.7515644,2.9795629,14z/data=!4m8!1m2!2m1!1sYes%27Sir+consulting!3m4!1s0x128fb1d372d3ee1f:0x91a9a0a1d661beb4!8m2!3d36.7515644!4d2.9795629"
LIfe Health and business,,Service de marketing Internet,+213 552 19 76 40,Staoueli,"https://www.google.com/maps/place/LIfe+Health+and+business/@36.7532487,2.8881284999999997,14z/data=!4m8!1m2!2m1!1sLIfe+Health+and+business!3m4!1s0x128fbbb81b2c8137:0x1019664c66732c50!8m2!3d36.7532487!4d2.8881284999999997"
Creating Jobs,,Service de marketing Internet,+213 778 35 35 70,Staoueli,"https://www.google.com/maps/place/Creating+Jobs/@36.7524999,2.8878244,14z/data=!4m8!1m2!2m1!1sCreating+Jobs!3m4!1s0x128fbbfaa27b2255:0x3b05ee1cb13f987f!8m2!3d36.7524999!4d2.8878244"
Publicite et Marketing Ennahar,http://www.ennaharonline.com/,Régie publicitaire,+213 23 59 91 14,Bir Mourad Raïs,"https://www.google.com/maps/place/Publicite+et+Marketing+Ennahar/@36.732340799999996,3.0295715999999997,14z/data=!4m8!1m2!2m1!1sPublicite+et+Marketing+Ennahar!3m4!1s0x128fad6a0f033957:0x40d4b00ecce3fed7!8m2!3d36.732340799999996!4d3.0295715999999997"
dha agency,,Agence de marketing,+213 662 72 17 93,,"https://www.google.com/maps/place/dha+agency/@30.6959409,-39.821376199999996,14z/data=!4m8!1m2!2m1!1sdha+agency!3m4!1s0x641201e7f57a07a5:0xbcd3682e92f0eea7!8m2!3d30.6959409!4d-39.821376199999996"
MM CONSEIL,https://www.facebook.com/MM-Conseil-215190208821007/?fref=ts,خدمة مسك الدفاتر,+213 23 33 28 95,Draria,"https://www.google.com/maps/place/MM+CONSEIL/@36.718664499999996,3.0068780999999998,14z/data=!4m8!1m2!2m1!1sMM+CONSEIL!3m4!1s0x128fae6d927cd261:0xbdf8e28f7bcb3ca2!8m2!3d36.718664499999996!4d3.0068780999999998"
MMR,,Agence de publicité,+213 21 69 85 80,El Mouradia,"https://www.google.com/maps/place/MMR/@36.7454888,3.0539935999999996,14z/data=!4m8!1m2!2m1!1sMMR!3m4!1s0x128fb27f1f0ff553:0x84e42ccd38442c66!8m2!3d36.7454888!4d3.0539935999999996"
Administration & Training Consulting,https://www.facebook.com/profile.php?id=61568419563144,Consultant,+213 783 15 78 08,,"https://www.google.com/maps/place/Administration+%26+Training+Consulting/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sAdministration+%26+Training+Consulting!3m4!1s0x128fb31c6aa2c963:0xc922d03a600b845e!8m2!3d28.094873399999997!4d1.6656943"
Aslane Samai,http://aslanesamai.com/,Marketing consultant,+213 673 89 89 06,,"https://www.google.com/maps/place/Aslane+Samai/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sAslane+Samai!3m4!1s0xa2f59f2bf96c0353:0xf3542faa39f9788c!8m2!3d28.094873399999997!4d1.6656943"
A&M Community manager,,Agence de marketing,+213 555 09 24 50,Dély Ibrahim,"https://www.google.com/maps/place/A%26M+Community+manager/@36.7600909,2.9878678,14z/data=!4m8!1m2!2m1!1sA%26M+Community+manager!3m4!1s0x128fb12a5befba27:0x4186a061e2d966f6!8m2!3d36.7600909!4d2.9878678"
Piscine du 1er Mai,,attractions,+213 21 66 37 63,Sidi M'Hamed,"https://www.google.com/maps/place/Piscine+du+1er+Mai/@36.759583899999996,3.0538086,14z/data=!4m8!1m2!2m1!1sPiscine+du+1er+Mai!3m4!1s0x128fb2616793fbdd:0x6b6e92cfdb44a788!8m2!3d36.759583899999996!4d3.0538086"
AQUALAND Algerie,http://www.facebook.com/AqualandAlgerie,Société de construction de piscine,+213 552 57 25 17,Hussein Dey,"https://www.google.com/maps/place/AQUALAND+Algerie/@36.7357029,3.1006747,14z/data=!4m8!1m2!2m1!1sAQUALAND+Algerie!3m4!1s0x128fb049b7c753a7:0x9ce6511fa6ea7f65!8m2!3d36.7357029!4d3.1006747"
HYDRO AMINE PISCINE,https://hydro-amine.com/,Magasin de matériel pour piscines,+213 793 16 60 58,Dar El Beïda,"https://www.google.com/maps/place/HYDRO+AMINE+PISCINE/@36.732244,3.2354154999999998,14z/data=!4m8!1m2!2m1!1sHYDRO+AMINE+PISCINE!3m4!1s0x128e513a5f73537b:0xf0ce7edc44280ace!8m2!3d36.732244!4d3.2354154999999998"
ICLEF GRAPHIQUE,,Agence de publicité,+213 550 02 68 43,Bab Ezzouar,"https://www.google.com/maps/place/ICLEF+GRAPHIQUE/@36.7359851,3.1799545,14z/data=!4m8!1m2!2m1!1sICLEF+GRAPHIQUE!3m4!1s0x128e4f552c6d328f:0x3a5b3c220cc87726!8m2!3d36.7359851!4d3.1799545"
Smart Partner,http://www.smart-dz.com/,شركة برمجيات,+213 23 81 13 63,Dar El Beïda,"https://www.google.com/maps/place/Smart+Partner/@36.721258999999996,3.2054331,14z/data=!4m8!1m2!2m1!1sSmart+Partner!3m4!1s0x128e51c6f51903ab:0xd8fd9a8b9ea492af!8m2!3d36.721258999999996!4d3.2054331"
Artistry Studio Agency,http://artistrystudio.agency/,Agence de design,+213 551 61 57 61,Douéra,"https://www.google.com/maps/place/Artistry+Studio+Agency/@36.6685289,2.9575093999999997,14z/data=!4m8!1m2!2m1!1sArtistry+Studio+Agency!3m4!1s0x128fafef8d7e87dd:0x9dcfc71449b4c993!8m2!3d36.6685289!4d2.9575093999999997"
SARL CONCEPTCADEMY,https://www.conceptcademy.com/,Services aux entreprises,+213 23 12 54 24,Douéra,"https://www.google.com/maps/place/SARL+CONCEPTCADEMY/@36.6656683,2.9478513,14z/data=!4m8!1m2!2m1!1sSARL+CONCEPTCADEMY!3m4!1s0x128fa898bcdb8063:0xe7eac6ef44a68de1!8m2!3d36.6656683!4d2.9478513"
Needconsulting,,Consultant informatique,+213 542 91 76 59,Douéra,"https://www.google.com/maps/place/Needconsulting/@36.648891299999995,2.8953446,14z/data=!4m8!1m2!2m1!1sNeedconsulting!3m4!1s0x128fa77ac78ef083:0xfb6d51f35024a44f!8m2!3d36.648891299999995!4d2.8953446"
Cabinet D'Audit Et Consulting,,Cabinet d'expertise comptable,+213 21 41 52 72,Douéra,"https://www.google.com/maps/place/Cabinet+D%27Audit+Et+Consulting/@36.6490943,2.9275835,14z/data=!4m8!1m2!2m1!1sCabinet+D%27Audit+Et+Consulting!3m4!1s0x128fa61000000003:0xb6f485323afd62a9!8m2!3d36.6490943!4d2.9275835"
Click start dz,,Agence de publicité,+213 770 23 30 94,Douéra,"https://www.google.com/maps/place/Click+start+dz/@36.673425,2.9772155,14z/data=!4m8!1m2!2m1!1sClick+start+dz!3m4!1s0x128faf004458c95b:0xcb3b159872cec029!8m2!3d36.673425!4d2.9772155"
AHC Consulting,,Conseiller en gestion des affaires,+213 552 03 41 04,Ouled Fayet,"https://www.google.com/maps/place/AHC+Consulting/@36.718658999999995,2.9469379,14z/data=!4m8!1m2!2m1!1sAHC+Consulting!3m4!1s0x128e527b45bc3223:0x744b9ca4cb358bb8!8m2!3d36.718658999999995!4d2.9469379"
Allo Livraison,http://www.allolivraison.net/,Service logistique,+213 541 10 07 15,Ben Aknoun,"https://www.google.com/maps/place/Allo+Livraison/@36.758298599999996,3.0024416,14z/data=!4m8!1m2!2m1!1sAllo+Livraison!3m4!1s0x128fb10d9f166d57:0x7996034327d19e9b!8m2!3d36.758298599999996!4d3.0024416"
ANADE,,Siège social,+213 21 67 56 51,Mohamed Belouizdad,"https://www.google.com/maps/place/ANADE/@36.746196399999995,3.0827969,14z/data=!4m8!1m2!2m1!1sANADE!3m4!1s0x128fb2a6b42a4bdf:0xacf22babfa55cfc2!8m2!3d36.746196399999995!4d3.0827969"
Benhadja Mohammed - Digital Marketing Solution,http://blue8knot.com/,Marketing agency,+213 550 18 88 30,Casbah,"https://www.google.com/maps/place/Benhadja+Mohammed+-+Digital+Marketing+Solution/@36.7866211,3.0630796,14z/data=!4m8!1m2!2m1!1sBenhadja+Mohammed+-+Digital+Marketing+Solution!3m4!1s0x128fb3ae512efce5:0x301a1967c569c8fa!8m2!3d36.7866211!4d3.0630796"
Smart ad,http://www.smartad-dz.com/,Agence pour l'emploi,+213 23 37 69 71,El Biar,"https://www.google.com/maps/place/Smart+ad/@36.7664656,3.0330228,14z/data=!4m8!1m2!2m1!1sSmart+ad!3m4!1s0x128fb33ea5e54291:0x3d10126261c0eec8!8m2!3d36.7664656!4d3.0330228"
Algeria Exim Consulting,,Services aux entreprises,+213 555 72 08 78,Bou Ismaïl,"https://www.google.com/maps/place/Algeria+Exim+Consulting/@36.6463238,2.6940656,14z/data=!4m8!1m2!2m1!1sAlgeria+Exim+Consulting!3m4!1s0x128f9d33e6376a1d:0xeca0d136bf2fdadb!8m2!3d36.6463238!4d2.6940656"
Hkpartners,,Agence de marketing,+213 557 08 87 37,Bordj El Bahri,"https://www.google.com/maps/place/Hkpartners/@36.7873608,3.2376833,14z/data=!4m8!1m2!2m1!1sHkpartners!3m4!1s0x128e4f0023493c2d:0x75957b7cd2fe79a1!8m2!3d36.7873608!4d3.2376833"
wide business office,,Conseiller en gestion des affaires,+213 23 42 12 40,,"https://www.google.com/maps/place/wide+business+office/@36.7390184,3.1393309,14z/data=!4m8!1m2!2m1!1swide+business+office!3m4!1s0xae20144e94b8c75d:0xfa510e0281db4e99!8m2!3d36.7390184!4d3.1393309"
Immo biz (bâtiment & Marketing immobilier),,Agent immobilier,+213 791 81 20 50,Bordj El Kiffan,"https://www.google.com/maps/place/Immo+biz+%28b%C3%A2timent+%26+Marketing+immobilier%29/@36.7626341,3.2309368,14z/data=!4m8!1m2!2m1!1sImmo+biz+%28b%C3%A2timent+%26+Marketing+immobilier%29!3m4!1s0x128e4f66617393df:0x4f6e929a9a2a0f!8m2!3d36.7626341!4d3.2309368"
تسويق,,متجر,+213 799 96 14 73,,"https://www.google.com/maps/place/%D8%AA%D8%B3%D9%88%D9%8A%D9%82/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1s%D8%AA%D8%B3%D9%88%D9%8A%D9%82!3m4!1s0x20af6372593d0295:0xe2a063a651c0ed36!8m2!3d28.094873399999997!4d1.6656943"
Sàrl Attract'com Communication Globale,,Agence de marketing,+213 540 06 29 00,Baraki,"https://www.google.com/maps/place/S%C3%A0rl+Attract%27com+Communication+Globale/@36.67088,3.093917,14z/data=!4m8!1m2!2m1!1sS%C3%A0rl+Attract%27com+Communication+Globale!3m4!1s0x128facb3ecae46b9:0x9d0fb4495569644d!8m2!3d36.67088!4d3.093917"
Clara,,Marketing agency,+213 666 53 10 37,,"https://www.google.com/maps/place/Clara/@36.76686,3.0621308999999997,14z/data=!4m8!1m2!2m1!1sClara!3m4!1s0x2006cbcf262e4909:0x4ecd8ce977d46f74!8m2!3d36.76686!4d3.0621308999999997"
Creatix,,Marketing agency,+213 783 10 88 28,,"https://www.google.com/maps/place/Creatix/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sCreatix!3m4!1s0xa3a3376aec21dd33:0x238fa4eb75927b4f!8m2!3d28.094873399999997!4d1.6656943"
CODIN CONSULTING,,Siège social,+213 557 23 92 11,Réghaïa,"https://www.google.com/maps/place/CODIN+CONSULTING/@36.738782799999996,3.3384587999999997,14z/data=!4m8!1m2!2m1!1sCODIN+CONSULTING!3m4!1s0x128e450b21b998c9:0x250954c5a3f7f3b1!8m2!3d36.738782799999996!4d3.3384587999999997"
Agence sponsoring facebook,,Agence de marketing,+213 555 08 55 18,Kouba,"https://www.google.com/maps/place/Agence+sponsoring+facebook/@36.7293679,3.0842647,14z/data=!4m8!1m2!2m1!1sAgence+sponsoring+facebook!3m4!1s0x128fad00d33bf9ab:0x107a0ac80f06a38c!8m2!3d36.7293679!4d3.0842647"
Publiciste,,وكالة تسويق,+213 21 29 82 74,Kouba,"https://www.google.com/maps/place/Publiciste/@36.7281641,3.0858383,14z/data=!4m8!1m2!2m1!1sPubliciste!3m4!1s0x128fad45af0d371f:0xf962b248957c60d5!8m2!3d36.7281641!4d3.0858383"
